user_genome	classification	closest_genome_reference	closest_genome_reference_radius	closest_genome_taxonomy	closest_genome_ani	closest_genome_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
LV2B000042	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus	GCF_018987235.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus	97.93	0.751	GCF_018987235.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus	97.93	0.751	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_022756575.1, s__Lactobacillus mulieris_A, 95.0, 94.04, 0.471; GCA_930989465.1, s__Lactobacillus sp930989465, 95.0, 90.71, 0.474; GCF_947367125.1, s__Lactobacillus sp947367125, 95.0, 87.99, 0.464; GCF_002706375.1, s__Lactobacillus amylovorus, 95.0, 83.28, 0.207; GCF_000615285.1, s__Lactobacillus kitasatonis, 95.0, 83.23, 0.244; GCF_001434975.1, s__Lactobacillus gallinarum, 95.0, 83.07, 0.258; GCF_001436305.1, s__Lactobacillus ultunensis, 95.0, 82.48, 0.213; GCF_902491705.1, s__Lactobacillus sp902491705, 95.0, 82.45, 0.193; GCF_000160855.1, s__Lactobacillus helveticus, 95.0, 82.36, 0.217; GCF_900103655.1, s__Lactobacillus kefiranofaciens, 95.0, 82.32, 0.199; GCF_034298135.1, s__Lactobacillus acidophilus, 95.0, 81.94, 0.214	94.56	11	N/A	N/A
LV2B000043	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus	GCF_018987235.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus	97.98	0.754	GCF_018987235.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus	97.98	0.754	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_022756575.1, s__Lactobacillus mulieris_A, 95.0, 94.04, 0.471; GCA_930989465.1, s__Lactobacillus sp930989465, 95.0, 90.71, 0.476; GCF_947367125.1, s__Lactobacillus sp947367125, 95.0, 87.92, 0.471; GCF_002706375.1, s__Lactobacillus amylovorus, 95.0, 83.13, 0.208; GCF_001434975.1, s__Lactobacillus gallinarum, 95.0, 83.04, 0.265; GCF_000615285.1, s__Lactobacillus kitasatonis, 95.0, 83.02, 0.249; GCF_000160855.1, s__Lactobacillus helveticus, 95.0, 82.67, 0.216; GCF_900103655.1, s__Lactobacillus kefiranofaciens, 95.0, 82.53, 0.206; GCF_902491705.1, s__Lactobacillus sp902491705, 95.0, 82.5, 0.195; GCF_001436305.1, s__Lactobacillus ultunensis, 95.0, 82.42, 0.216; GCF_034298135.1, s__Lactobacillus acidophilus, 95.0, 81.91, 0.211	94.56	11	N/A	N/A
LV2B000044	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus	GCF_018987235.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus	97.95	0.752	GCF_018987235.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus	97.95	0.752	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_022756575.1, s__Lactobacillus mulieris_A, 95.0, 94.03, 0.471; GCA_930989465.1, s__Lactobacillus sp930989465, 95.0, 90.48, 0.481; GCF_947367125.1, s__Lactobacillus sp947367125, 95.0, 87.87, 0.466; GCF_001434975.1, s__Lactobacillus gallinarum, 95.0, 83.17, 0.261; GCF_002706375.1, s__Lactobacillus amylovorus, 95.0, 83.16, 0.209; GCF_000615285.1, s__Lactobacillus kitasatonis, 95.0, 82.9, 0.247; GCF_001436305.1, s__Lactobacillus ultunensis, 95.0, 82.39, 0.215; GCF_902491705.1, s__Lactobacillus sp902491705, 95.0, 82.29, 0.192; GCF_000160855.1, s__Lactobacillus helveticus, 95.0, 82.26, 0.215; GCF_900103655.1, s__Lactobacillus kefiranofaciens, 95.0, 82.18, 0.205; GCF_034298135.1, s__Lactobacillus acidophilus, 95.0, 81.81, 0.211	94.56	11	N/A	N/A
LV2B000045	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus jensenii	GCF_001436455.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus jensenii	99.95	0.953	GCF_001436455.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus jensenii	99.95	0.953	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_007095465.1, s__Lactobacillus mulieris, 95.0, 89.4, 0.666; GCF_000425905.1, s__Lactobacillus psittaci, 95.0, 88.21, 0.41; GCA_022756575.1, s__Lactobacillus mulieris_A, 95.0, 87.44, 0.357	95.31	11	N/A	N/A
LV2B000046	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus jensenii	GCF_001436455.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus jensenii	99.94	0.953	GCF_001436455.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus jensenii	99.94	0.953	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_007095465.1, s__Lactobacillus mulieris, 95.0, 89.39, 0.668; GCF_000425905.1, s__Lactobacillus psittaci, 95.0, 88.53, 0.409; GCA_022756575.1, s__Lactobacillus mulieris_A, 95.0, 87.44, 0.357	95.31	11	N/A	N/A
LV2B000047	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus jensenii	GCF_001436455.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus jensenii	99.95	0.954	GCF_001436455.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus jensenii	99.95	0.954	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_007095465.1, s__Lactobacillus mulieris, 95.0, 89.26, 0.67; GCF_000425905.1, s__Lactobacillus psittaci, 95.0, 88.43, 0.412; GCA_022756575.1, s__Lactobacillus mulieris_A, 95.0, 87.44, 0.357	95.31	11	N/A	N/A
LV2B000048	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus jensenii	GCF_001436455.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus jensenii	99.95	0.954	GCF_001436455.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus jensenii	99.95	0.954	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_007095465.1, s__Lactobacillus mulieris, 95.0, 89.44, 0.671; GCF_000425905.1, s__Lactobacillus psittaci, 95.0, 88.4, 0.414; GCA_022756575.1, s__Lactobacillus mulieris_A, 95.0, 87.44, 0.357	95.31	11	N/A	N/A
LV2B000049	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lacticaseibacillus;s__Lacticaseibacillus rhamnosus	GCF_900636965.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lacticaseibacillus;s__Lacticaseibacillus rhamnosus	99.73	0.961	GCF_900636965.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lacticaseibacillus;s__Lacticaseibacillus rhamnosus	99.73	0.961	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lacticaseibacillus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_000829055.1, s__Lacticaseibacillus casei, 95.0, 81.31, 0.151; GCF_000260435.1, s__Lacticaseibacillus zeae, 95.0, 81.19, 0.155	96.09	11	N/A	N/A
LV2B000050	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lacticaseibacillus;s__Lacticaseibacillus rhamnosus	GCF_900636965.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lacticaseibacillus;s__Lacticaseibacillus rhamnosus	99.7	0.962	GCF_900636965.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lacticaseibacillus;s__Lacticaseibacillus rhamnosus	99.7	0.962	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lacticaseibacillus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_000260435.1, s__Lacticaseibacillus zeae, 95.0, 81.19, 0.156	96.09	11	N/A	N/A
LV2B000051	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus gasseri	GCF_000014425.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus gasseri	99.97	0.951	GCF_000014425.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus gasseri	99.97	0.951	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_003584685.1, s__Lactobacillus paragasseri, 95.0, 93.9, 0.874; GCF_947539375.1, s__Lactobacillus isalae, 95.0, 88.22, 0.662; GCA_945980025.1, s__Lactobacillus sp945980025, 95.0, 87.17, 0.314; GCF_001436695.1, s__Lactobacillus taiwanensis, 95.0, 86.71, 0.536; GCA_947568765.1, s__Lactobacillus sp947568765, 95.0, 86.4, 0.522; GCA_946579245.1, s__Lactobacillus sp946579245, 95.0, 86.37, 0.333; GCF_000159355.1, s__Lactobacillus johnsonii, 95.0, 85.88, 0.542; GCA_947565635.1, s__Lactobacillus sp947565635, 95.0, 85.73, 0.476; GCF_013487865.1, s__Lactobacillus johnsonii_A, 95.19, 85.62, 0.509; GCF_014058685.1, s__Lactobacillus sp910589675, 96.93, 85.6, 0.525; GCA_949888035.1, s__Lactobacillus johnsonii_B, 95.0, 85.49, 0.299; GCF_032376765.1, s__Lactobacillus sp910589175, 95.0, 85.32, 0.532; GCF_948948975.1, s__Lactobacillus sp948948975, 95.0, 85.28, 0.513; GCA_947641735.1, s__Lactobacillus sp947641735, 95.0, 85.23, 0.446	95.53	11	N/A	N/A
LV2B000052	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus gasseri	GCF_000014425.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus gasseri	99.97	0.952	GCF_000014425.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus gasseri	99.97	0.952	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_003584685.1, s__Lactobacillus paragasseri, 95.0, 93.9, 0.875; GCF_947539375.1, s__Lactobacillus isalae, 95.0, 88.39, 0.666; GCA_945980025.1, s__Lactobacillus sp945980025, 95.0, 87.17, 0.314; GCF_001436695.1, s__Lactobacillus taiwanensis, 95.0, 86.71, 0.532; GCA_947568765.1, s__Lactobacillus sp947568765, 95.0, 86.4, 0.522; GCA_946579245.1, s__Lactobacillus sp946579245, 95.0, 86.37, 0.333; GCF_013487865.1, s__Lactobacillus johnsonii_A, 95.19, 86.05, 0.526; GCF_000159355.1, s__Lactobacillus johnsonii, 95.0, 85.83, 0.54; GCA_947565635.1, s__Lactobacillus sp947565635, 95.0, 85.73, 0.476; GCF_014058685.1, s__Lactobacillus sp910589675, 96.93, 85.49, 0.53; GCA_949888035.1, s__Lactobacillus johnsonii_B, 95.0, 85.49, 0.299; GCF_032376765.1, s__Lactobacillus sp910589175, 95.0, 85.32, 0.532; GCF_948948975.1, s__Lactobacillus sp948948975, 95.0, 85.26, 0.512; GCA_947641735.1, s__Lactobacillus sp947641735, 95.0, 85.23, 0.446	95.53	11	N/A	N/A
LV2B000053	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus gasseri	GCF_000014425.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus gasseri	99.97	0.953	GCF_000014425.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus gasseri	99.97	0.953	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_003584685.1, s__Lactobacillus paragasseri, 95.0, 93.9, 0.877; GCF_947539375.1, s__Lactobacillus isalae, 95.0, 88.18, 0.661; GCA_945980025.1, s__Lactobacillus sp945980025, 95.0, 87.17, 0.314; GCF_001436695.1, s__Lactobacillus taiwanensis, 95.0, 86.71, 0.534; GCA_947568765.1, s__Lactobacillus sp947568765, 95.0, 86.4, 0.522; GCA_946579245.1, s__Lactobacillus sp946579245, 95.0, 86.37, 0.333; GCF_000159355.1, s__Lactobacillus johnsonii, 95.0, 85.77, 0.534; GCF_013487865.1, s__Lactobacillus johnsonii_A, 95.19, 85.77, 0.523; GCA_947565635.1, s__Lactobacillus sp947565635, 95.0, 85.73, 0.476; GCA_949888035.1, s__Lactobacillus johnsonii_B, 95.0, 85.49, 0.299; GCF_014058685.1, s__Lactobacillus sp910589675, 96.93, 85.42, 0.53; GCF_032376765.1, s__Lactobacillus sp910589175, 95.0, 85.32, 0.532; GCF_948948975.1, s__Lactobacillus sp948948975, 95.0, 85.28, 0.512; GCA_947641735.1, s__Lactobacillus sp947641735, 95.0, 85.23, 0.446	95.53	11	N/A	N/A
LV2B000054	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus gasseri	GCF_000014425.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus gasseri	99.97	0.953	GCF_000014425.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus gasseri	99.97	0.953	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_003584685.1, s__Lactobacillus paragasseri, 95.0, 93.9, 0.873; GCF_947539375.1, s__Lactobacillus isalae, 95.0, 88.39, 0.66; GCA_945980025.1, s__Lactobacillus sp945980025, 95.0, 87.17, 0.314; GCF_001436695.1, s__Lactobacillus taiwanensis, 95.0, 86.71, 0.535; GCA_947568765.1, s__Lactobacillus sp947568765, 95.0, 86.4, 0.522; GCA_946579245.1, s__Lactobacillus sp946579245, 95.0, 86.37, 0.333; GCF_013487865.1, s__Lactobacillus johnsonii_A, 95.19, 85.96, 0.515; GCF_000159355.1, s__Lactobacillus johnsonii, 95.0, 85.88, 0.542; GCA_947565635.1, s__Lactobacillus sp947565635, 95.0, 85.73, 0.476; GCF_014058685.1, s__Lactobacillus sp910589675, 96.93, 85.59, 0.525; GCA_949888035.1, s__Lactobacillus johnsonii_B, 95.0, 85.49, 0.299; GCF_032376765.1, s__Lactobacillus sp910589175, 95.0, 85.32, 0.532; GCF_948948975.1, s__Lactobacillus sp948948975, 95.0, 85.28, 0.512; GCA_947641735.1, s__Lactobacillus sp947641735, 95.0, 85.22, 0.446	95.53	11	N/A	N/A
LV2B000055	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus gasseri	GCF_000014425.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus gasseri	99.98	0.951	GCF_000014425.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus gasseri	99.98	0.951	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_003584685.1, s__Lactobacillus paragasseri, 95.0, 93.9, 0.877; GCF_947539375.1, s__Lactobacillus isalae, 95.0, 88.26, 0.665; GCA_945980025.1, s__Lactobacillus sp945980025, 95.0, 87.17, 0.314; GCF_001436695.1, s__Lactobacillus taiwanensis, 95.0, 86.71, 0.534; GCA_947568765.1, s__Lactobacillus sp947568765, 95.0, 86.4, 0.522; GCA_946579245.1, s__Lactobacillus sp946579245, 95.0, 86.37, 0.333; GCF_000159355.1, s__Lactobacillus johnsonii, 95.0, 85.91, 0.536; GCF_013487865.1, s__Lactobacillus johnsonii_A, 95.19, 85.75, 0.525; GCA_947565635.1, s__Lactobacillus sp947565635, 95.0, 85.73, 0.476; GCA_949888035.1, s__Lactobacillus johnsonii_B, 95.0, 85.49, 0.299; GCF_014058685.1, s__Lactobacillus sp910589675, 96.93, 85.43, 0.531; GCF_032376765.1, s__Lactobacillus sp910589175, 95.0, 85.32, 0.533; GCF_948948975.1, s__Lactobacillus sp948948975, 95.0, 85.28, 0.513; GCA_947641735.1, s__Lactobacillus sp947641735, 95.0, 85.23, 0.446	95.53	11	N/A	N/A
LV2B000056	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus	GCF_018987235.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus	98.03	0.751	GCF_018987235.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus	98.03	0.751	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_022756575.1, s__Lactobacillus mulieris_A, 95.0, 94.03, 0.47; GCA_930989465.1, s__Lactobacillus sp930989465, 95.0, 90.79, 0.478; GCF_947367125.1, s__Lactobacillus sp947367125, 95.0, 87.98, 0.469; GCF_002706375.1, s__Lactobacillus amylovorus, 95.0, 83.24, 0.207; GCF_000615285.1, s__Lactobacillus kitasatonis, 95.0, 83.11, 0.249; GCF_001434975.1, s__Lactobacillus gallinarum, 95.0, 83.04, 0.263; GCF_000160855.1, s__Lactobacillus helveticus, 95.0, 82.59, 0.219; GCF_001436305.1, s__Lactobacillus ultunensis, 95.0, 82.41, 0.214; GCF_900103655.1, s__Lactobacillus kefiranofaciens, 95.0, 82.38, 0.204; GCF_902491705.1, s__Lactobacillus sp902491705, 95.0, 82.22, 0.191; GCF_034298135.1, s__Lactobacillus acidophilus, 95.0, 81.95, 0.211	94.56	11	N/A	N/A
LV2B000057	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus	GCF_018987235.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus	97.98	0.753	GCF_018987235.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus	97.98	0.753	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_022756575.1, s__Lactobacillus mulieris_A, 95.0, 94.03, 0.47; GCA_930989465.1, s__Lactobacillus sp930989465, 95.0, 90.48, 0.48; GCF_947367125.1, s__Lactobacillus sp947367125, 95.0, 87.98, 0.464; GCF_002706375.1, s__Lactobacillus amylovorus, 95.0, 83.36, 0.208; GCF_001434975.1, s__Lactobacillus gallinarum, 95.0, 83.19, 0.258; GCF_000615285.1, s__Lactobacillus kitasatonis, 95.0, 82.93, 0.249; GCF_001436305.1, s__Lactobacillus ultunensis, 95.0, 82.41, 0.212; GCF_000160855.1, s__Lactobacillus helveticus, 95.0, 82.37, 0.217; GCF_900103655.1, s__Lactobacillus kefiranofaciens, 95.0, 82.37, 0.202; GCF_902491705.1, s__Lactobacillus sp902491705, 95.0, 82.27, 0.193; GCF_034298135.1, s__Lactobacillus acidophilus, 95.0, 81.99, 0.212	94.56	11	N/A	N/A
LV2B000058	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus	GCF_018987235.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus	97.89	0.753	GCF_018987235.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus	97.89	0.753	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_022756575.1, s__Lactobacillus mulieris_A, 95.0, 94.03, 0.47; GCA_930989465.1, s__Lactobacillus sp930989465, 95.0, 90.58, 0.482; GCF_947367125.1, s__Lactobacillus sp947367125, 95.0, 87.86, 0.471; GCF_002706375.1, s__Lactobacillus amylovorus, 95.0, 83.19, 0.209; GCF_001434975.1, s__Lactobacillus gallinarum, 95.0, 82.95, 0.264; GCF_000615285.1, s__Lactobacillus kitasatonis, 95.0, 82.9, 0.249; GCF_001436305.1, s__Lactobacillus ultunensis, 95.0, 82.42, 0.214; GCF_000160855.1, s__Lactobacillus helveticus, 95.0, 82.34, 0.214; GCF_902491705.1, s__Lactobacillus sp902491705, 95.0, 82.31, 0.195; GCF_900103655.1, s__Lactobacillus kefiranofaciens, 95.0, 82.24, 0.208; GCF_034298135.1, s__Lactobacillus acidophilus, 95.0, 81.84, 0.211	94.56	11	N/A	N/A
LV2B000059	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus	GCF_018987235.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus	98.01	0.752	GCF_018987235.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus	98.01	0.752	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_022756575.1, s__Lactobacillus mulieris_A, 95.0, 94.04, 0.47; GCA_930989465.1, s__Lactobacillus sp930989465, 95.0, 90.37, 0.48; GCF_947367125.1, s__Lactobacillus sp947367125, 95.0, 87.94, 0.465; GCF_002706375.1, s__Lactobacillus amylovorus, 95.0, 83.33, 0.205; GCF_001434975.1, s__Lactobacillus gallinarum, 95.0, 83.25, 0.258; GCF_000615285.1, s__Lactobacillus kitasatonis, 95.0, 82.95, 0.245; GCF_001436305.1, s__Lactobacillus ultunensis, 95.0, 82.45, 0.21; GCF_900103655.1, s__Lactobacillus kefiranofaciens, 95.0, 82.3, 0.199; GCF_902491705.1, s__Lactobacillus sp902491705, 95.0, 82.29, 0.193; GCF_000160855.1, s__Lactobacillus helveticus, 95.0, 82.28, 0.214; GCF_034298135.1, s__Lactobacillus acidophilus, 95.0, 81.95, 0.21	94.56	11	N/A	N/A
